784;700;1198;1
700;255;1197;4
255;700;1198;4
700;754;1197;2
754;700;1198;2
700;509;1195;2
509;700;1196;2
700;783;1197;1
783;700;1198;1
700;701;1195;5
701;700;1196;5
700;500;1197;3
500;700;1198;3
700;367;1195;1
367;700;1196;1
702;357;1195;1
357;702;1196;1
702;490;1197;1
490;702;1198;1
702;496;1197;1
496;702;1198;1
702;417;1197;1
417;702;1198;1
702;398;1195;1
398;702;1196;1
702;515;1197;1
515;702;1198;1
702;703;1195;2
703;702;1196;2
702;704;1197;2
704;702;1198;2
702;490;1195;1
490;702;1196;1
702;377;1197;1
377;702;1198;1
702;587;1197;1
587;702;1198;1
702;326;1195;1
326;702;1196;1
702;396;1195;1
396;702;1196;1
702;278;1195;2
278;702;1196;2
702;346;1197;1
346;702;1198;1
702;326;1197;1
326;702;1198;1
702;477;1197;1
477;702;1198;1
702;417;1195;1
417;702;1196;1
702;357;1197;1
357;702;1198;1
702;296;1197;1
296;702;1198;1
702;163;1195;1
163;702;1196;1
702;374;1197;1
374;702;1198;1
702;208;1197;1
208;702;1198;1
702;163;1197;1
163;702;1198;1
702;416;1197;1
416;702;1198;1
702;443;1197;1
443;702;1198;1
702;434;1195;1
434;702;1196;1
702;346;1195;1
346;702;1196;1
702;461;1197;1
461;702;1198;1
702;416;1195;1
416;702;1196;1
702;296;1195;1
296;702;1196;1
702;354;1197;1
354;702;1198;1
702;434;1197;1
434;702;1198;1
702;396;1197;1
396;702;1198;1
702;374;1195;1
374;702;1196;1
702;513;1197;1
513;702;1198;1
702;461;1195;1
461;702;1196;1
702;513;1195;1
513;702;1196;1
702;397;1195;1
397;702;1196;1
702;397;1197;1
397;702;1198;1
702;208;1195;1
208;702;1196;1
702;398;1197;1
398;702;1198;1
702;477;1195;1
477;702;1196;1
702;496;1195;1
496;702;1196;1
702;515;1195;1
515;702;1196;1
702;354;1195;1
354;702;1196;1
702;443;1195;1
443;702;1196;1
715;699;1195;3
699;715;1196;3
715;1773;1197;1
1773;715;1198;1
715;2148;1197;1
2148;715;1198;1
715;1772;1195;4
1772;715;1196;4
715;866;1195;12
866;715;1196;12
715;2147;1195;4
2147;715;1196;4
715;905;1195;3
905;715;1196;3
715;868;1195;2
868;715;1196;2
715;885;1197;1
885;715;1198;1
715;904;1195;4
904;715;1196;4
715;2148;1195;4
2148;715;1196;4
715;698;1195;4
698;715;1196;4
715;2149;1197;1
2149;715;1198;1
715;873;1195;1
873;715;1196;1
715;867;1195;8
867;715;1196;8
715;904;1197;1
904;715;1198;1
715;2149;1195;3
2149;715;1196;3
715;351;1195;1
351;715;1196;1
715;418;1195;1
418;715;1196;1
715;894;1195;1
894;715;1196;1
715;511;1195;1
511;715;1196;1
715;511;1197;1
511;715;1198;1
715;1772;1197;1
1772;715;1198;1
715;351;1197;1
351;715;1198;1
715;738;1197;2
738;715;1198;2
715;1773;1195;3
1773;715;1196;3
715;278;1197;2
278;715;1198;2
715;878;1195;1
878;715;1196;1
715;905;1197;1
905;715;1198;1
715;721;1195;2
721;715;1196;2
715;885;1195;1
885;715;1196;1
715;295;1195;4
295;715;1196;4
715;278;1195;5
278;715;1196;5
715;698;1197;1
698;715;1198;1
715;895;1195;1
895;715;1196;1
715;442;1197;1
442;715;1198;1
715;442;1195;1
442;715;1196;1
715;699;1197;1
699;715;1198;1
715;2147;1197;1
2147;715;1198;1
715;869;1195;1
869;715;1196;1
897;896;1195;1
896;897;1196;1
897;896;1197;1
896;897;1198;1
897;3;1149;1
3;897;1150;1
900;957;1197;1
957;900;1198;1
900;901;1195;1
901;900;1196;1
900;944;1197;3
944;900;1198;3
900;431;1197;1
431;900;1198;1
900;926;1195;2
926;900;1196;2
900;278;1195;2
278;900;1196;2
900;671;1197;4
671;900;1198;4
900;995;1197;2
995;900;1198;2
900;670;1197;4
670;900;1198;4
900;377;1197;1
377;900;1198;1
900;929;1197;1
929;900;1198;1
900;666;1195;1
666;900;1196;1
900;956;1197;1
956;900;1198;1
900;926;1197;1
926;900;1198;1
900;672;1195;1
672;900;1196;1
900;955;1197;1
955;900;1198;1
900;958;1197;2
958;900;1198;2
900;927;1149;1
927;900;1150;1
900;900;1149;1
900;900;1150;1
902;913;1195;1
913;902;1196;1
902;917;1195;1
917;902;1196;1
902;737;1197;1
737;902;1198;1
902;367;1195;1
367;902;1196;1
902;672;1195;1
672;902;1196;1
902;920;1197;1
920;902;1198;1
902;500;1197;1
500;902;1198;1
902;914;1195;1
914;902;1196;1
902;683;1195;1
683;902;1196;1
902;255;1197;1
255;902;1198;1
902;915;1195;1
915;902;1196;1
902;351;1195;2
351;902;1196;2
902;924;1197;1
924;902;1198;1
902;910;1195;1
910;902;1196;1
902;314;1195;1
314;902;1196;1
902;351;1197;2
351;902;1198;2
902;922;1197;1
922;902;1198;1
902;377;1197;1
377;902;1198;1
902;911;1195;1
911;902;1196;1
902;916;1195;1
916;902;1196;1
902;903;1195;4
903;902;1196;4
902;921;1197;1
921;902;1198;1
902;919;1195;1
919;902;1196;1
902;912;1195;1
912;902;1196;1
902;909;1195;1
909;902;1196;1
902;918;1195;1
918;902;1196;1
902;923;1197;1
923;902;1198;1
902;702;1149;2
702;902;1150;2
902;902;1149;4
902;902;1150;4
902;3;1149;1
3;902;1150;1
907;908;1195;1
908;907;1196;1
907;702;1149;7
702;907;1150;7
927;278;1195;2
278;927;1196;2
927;928;1195;1
928;927;1196;1
999;1053;1195;1
1053;999;1196;1
999;708;1197;1
708;999;1198;1
999;594;1197;1
594;999;1198;1
999;598;1197;2
598;999;1198;2
999;921;1197;1
921;999;1198;1
999;1052;1195;1
1052;999;1196;1
999;1001;1195;1
1001;999;1196;1
999;1051;1195;1
1051;999;1196;1
999;710;1197;1
710;999;1198;1
999;709;1197;1
709;999;1198;1
999;707;1197;1
707;999;1198;1
999;702;1149;9
702;999;1150;9
999;907;1149;9
907;999;1150;9
999;902;1149;9
902;999;1150;9
1002;707;1195;1
707;1002;1196;1
1002;708;1195;1
708;1002;1196;1
1002;278;1195;2
278;1002;1196;2
1002;709;1195;1
709;1002;1196;1
1002;710;1195;1
710;1002;1196;1
1002;702;1149;12
702;1002;1150;12
1020;1029;1197;1
1029;1020;1198;1
1020;1032;1197;1
1032;1020;1198;1
1020;594;1197;1
594;1020;1198;1
1020;1033;1195;1
1033;1020;1196;1
1020;255;1195;1
255;1020;1196;1
1020;1021;1195;1
1021;1020;1196;1
1022;694;1197;4
694;1022;1198;4
1022;1027;1197;1
1027;1022;1198;1
1022;1021;1195;1
1021;1022;1196;1
1022;1028;1197;1
1028;1022;1198;1
1023;1027;1197;1
1027;1023;1198;1
1045;780;1197;2
780;1045;1198;2
1045;1063;1197;1
1063;1045;1198;1
1045;1064;1197;1
1064;1045;1198;1
1045;756;1197;1
756;1045;1198;1
1045;594;1197;4
594;1045;1198;4
1045;1066;1197;1
1066;1045;1198;1
1045;757;1197;1
757;1045;1198;1
1045;599;1197;1
599;1045;1198;1
1045;1047;1149;1
1047;1045;1150;1
1045;1045;1149;2
1045;1045;1150;2
1049;922;1197;1
922;1049;1198;1
1049;902;1149;1
902;1049;1150;1
1055;594;1197;1
594;1055;1198;1
1057;1052;1195;1
1052;1057;1196;1
1057;1058;1195;1
1058;1057;1196;1
1057;1053;1195;1
1053;1057;1196;1
1106;278;1195;1
278;1106;1196;1
1108;351;1197;1
351;1108;1198;1
1108;1111;1197;1
1111;1108;1198;1
1108;1110;1197;1
1110;1108;1198;1
1108;278;1195;2
278;1108;1196;2
1108;595;1197;1
595;1108;1198;1
1108;1112;1197;1
1112;1108;1198;1
1115;278;1195;2
278;1115;1196;2
1115;368;1195;1
368;1115;1196;1
1115;1001;1195;1
1001;1115;1196;1
1115;1057;1149;2
1057;1115;1150;2
1115;902;1149;1
902;1115;1150;1
1116;1028;1197;3
1028;1116;1198;3
1116;1026;1197;1
1026;1116;1198;1
1116;1038;1195;1
1038;1116;1196;1
1116;1040;1195;1
1040;1116;1196;1
1116;594;1197;1
594;1116;1198;1
1116;1027;1197;2
1027;1116;1198;2
1116;1039;1195;1
1039;1116;1196;1
1116;1041;1195;1
1041;1116;1196;1
1119;788;1197;3
788;1119;1198;3
1119;278;1195;2
278;1119;1196;2
1133;368;1195;1
368;1133;1196;1
1144;694;1197;6
694;1144;1198;6
1150;757;1197;1
757;1150;1198;1
1150;756;1197;1
756;1150;1198;1
1444;702;1129;3
702;1444;1130;3
1445;702;1129;3
702;1445;1130;3
1444;702;1129;3
702;1444;1130;3
1445;702;1129;3
702;1445;1130;3
1541;1540;1121;2
1540;1541;1122;2
1542;1541;1121;2
1541;1542;1122;2
1559;999;1129;1
999;1559;1130;1
1560;999;1129;1
999;1560;1130;1
1561;999;1129;2
999;1561;1130;2
1559;999;1129;1
999;1559;1130;1
1560;999;1129;1
999;1560;1130;1
1561;999;1129;2
999;1561;1130;2
1761;900;1129;1
900;1761;1130;1
1761;900;1161;5
900;1761;1162;5
1761;900;1167;4
900;1761;1168;4
1761;2566;1121;1
2566;1761;1122;1
1761;2565;1121;2
2565;1761;1122;2
1761;10;1129;1
10;1761;1130;1
1761;900;1129;1
900;1761;1130;1
1761;900;1161;5
900;1761;1162;5
1761;900;1167;4
900;1761;1168;4
1761;2566;1121;1
2566;1761;1122;1
1761;2565;1121;2
2565;1761;1122;2
1761;10;1129;1
10;1761;1130;1
1762;900;1167;2
900;1762;1168;2
1762;900;1161;5
900;1762;1162;5
1762;900;1129;1
900;1762;1130;1
1762;1762;1121;1
1762;1762;1122;1
1762;2525;1121;1
2525;1762;1122;1
1762;10;1129;1
10;1762;1130;1
1763;2548;1121;1
2548;1763;1122;1
1764;2539;1121;1
2539;1764;1122;1
1765;2548;1121;1
2548;1765;1122;1
1770;1768;1121;1
1768;1770;1122;1
1770;1769;1121;1
1769;1770;1122;1
1774;1775;1195;1
1775;1774;1196;1
1776;791;1197;6
791;1776;1198;6
1776;599;1197;5
599;1776;1198;5
1776;807;1197;5
807;1776;1198;5
1776;733;1195;1
733;1776;1196;1
1776;757;1197;1
757;1776;1198;1
1776;594;1197;4
594;1776;1198;4
1776;756;1197;1
756;1776;1198;1
1776;602;1197;1
602;1776;1198;1
1776;601;1197;1
601;1776;1198;1
1776;598;1197;1
598;1776;1198;1
1843;2556;1121;1
2556;1843;1122;1
1843;2553;1121;1
2553;1843;1122;1
1844;2553;1121;1
2553;1844;1122;1
1844;2556;1121;1
2556;1844;1122;1
2440;2450;1121;1
2450;2440;1122;1
2440;2451;1121;1
2451;2440;1122;1
2440;2449;1121;1
2449;2440;1122;1
2442;2452;1121;1
2452;2442;1122;1
2443;2564;1121;1
2564;2443;1122;1
1851;2441;1121;1
2441;1851;1122;1
1854;1855;1121;1
1855;1854;1122;1
2450;62;1141;1
62;2450;1142;1
2451;62;1141;2
62;2451;1142;2
2452;1855;1121;1
1855;2452;1122;1
2453;62;1125;1
62;2453;1126;1
2453;62;1141;1
62;2453;1142;1
1861;2442;1121;1
2442;1861;1122;1
1861;2452;1121;1
2452;1861;1122;1
1862;1952;1195;1
1952;1862;1196;1
1862;278;1197;1
278;1862;1198;1
1862;2028;1195;1
2028;1862;1196;1
1862;278;1195;1
278;1862;1196;1
1862;2140;1195;1
2140;1862;1196;1
1862;2038;1195;1
2038;1862;1196;1
1862;2108;1197;1
2108;1862;1198;1
1865;1952;1195;2
1952;1865;1196;2
1865;278;1197;6
278;1865;1198;6
1865;1876;1197;2
1876;1865;1198;2
1865;2028;1195;1
2028;1865;1196;1
1865;2145;1197;1
2145;1865;1198;1
1865;2038;1195;2
2038;1865;1196;2
1865;1940;1197;1
1940;1865;1198;1
1865;1902;1197;2
1902;1865;1198;2
1865;1901;1197;2
1901;1865;1198;2
1865;1945;1195;2
1945;1865;1196;2
1865;2140;1195;1
2140;1865;1196;1
1865;2108;1197;1
2108;1865;1198;1
1866;2056;1195;1
2056;1866;1196;1
1866;1900;1197;1
1900;1866;1198;1
1866;2033;1195;1
2033;1866;1196;1
1866;2098;1197;1
2098;1866;1198;1
1866;278;1197;14
278;1866;1198;14
1866;2043;1195;1
2043;1866;1196;1
1866;2072;1195;1
2072;1866;1196;1
1866;2048;1195;1
2048;1866;1196;1
1866;1943;1195;1
1943;1866;1196;1
1866;2057;1195;1
2057;1866;1196;1
1866;2010;1195;1
2010;1866;1196;1
1866;2011;1195;1
2011;1866;1196;1
1866;511;1197;1
511;1866;1198;1
1866;2022;1195;1
2022;1866;1196;1
1866;492;1197;1
492;1866;1198;1
1866;2037;1195;1
2037;1866;1196;1
1866;1926;1197;1
1926;1866;1198;1
1866;1953;1195;1
1953;1866;1196;1
1866;2071;1195;1
2071;1866;1196;1
1866;1895;1197;3
1895;1866;1198;3
1866;1894;1197;2
1894;1866;1198;2
1866;2042;1195;1
2042;1866;1196;1
1866;2024;1195;1
2024;1866;1196;1
1866;1947;1195;1
1947;1866;1196;1
1866;2074;1195;1
2074;1866;1196;1
1866;1949;1195;1
1949;1866;1196;1
1866;1929;1195;1
1929;1866;1196;1
1866;1992;1195;1
1992;1866;1196;1
1866;2000;1195;1
2000;1866;1196;1
1866;1982;1195;1
1982;1866;1196;1
1866;2014;1195;1
2014;1866;1196;1
1866;1956;1195;1
1956;1866;1196;1
1866;1958;1195;1
1958;1866;1196;1
1866;1989;1195;1
1989;1866;1196;1
1866;1990;1195;1
1990;1866;1196;1
1866;2046;1195;1
2046;1866;1196;1
1866;1926;1195;1
1926;1866;1196;1
1866;2031;1195;1
2031;1866;1196;1
1866;1869;1195;1
1869;1866;1196;1
1866;2001;1195;1
2001;1866;1196;1
1866;1994;1195;1
1994;1866;1196;1
1866;1948;1195;1
1948;1866;1196;1
1866;2015;1195;1
2015;1866;1196;1
1866;2036;1195;1
2036;1866;1196;1
1866;1954;1195;1
1954;1866;1196;1
1866;1983;1195;1
1983;1866;1196;1
1866;2025;1195;1
2025;1866;1196;1
1866;351;1197;1
351;1866;1198;1
1866;439;1195;1
439;1866;1196;1
1866;2009;1195;1
2009;1866;1196;1
1866;1950;1195;1
1950;1866;1196;1
1866;2023;1195;1
2023;1866;1196;1
1866;2041;1195;1
2041;1866;1196;1
1866;283;1195;1
283;1866;1196;1
1866;1984;1195;1
1984;1866;1196;1
1866;2044;1195;1
2044;1866;1196;1
1866;2045;1195;1
2045;1866;1196;1
1866;1951;1195;1
1951;1866;1196;1
1866;1957;1195;1
1957;1866;1196;1
1866;1995;1195;1
1995;1866;1196;1
1866;2040;1195;1
2040;1866;1196;1
1866;1993;1195;1
1993;1866;1196;1
1866;2047;1195;1
2047;1866;1196;1
1866;1944;1195;1
1944;1866;1196;1
1866;1875;1197;1
1875;1866;1198;1
1866;1985;1195;1
1985;1866;1196;1
1866;278;1195;1
278;1866;1196;1
1866;1946;1195;1
1946;1866;1196;1
1866;2008;1195;1
2008;1866;1196;1
1866;1996;1195;1
1996;1866;1196;1
1866;2002;1195;1
2002;1866;1196;1
1866;1997;1195;1
1997;1866;1196;1
1866;2073;1195;1
2073;1866;1196;1
1866;1929;1197;1
1929;1866;1198;1
1866;1988;1195;1
1988;1866;1196;1
1866;1920;1197;1
1920;1866;1198;1
1866;1959;1195;1
1959;1866;1196;1
1866;2032;1195;1
2032;1866;1196;1
1921;1924;1197;1
1924;1921;1198;1
1921;367;1195;1
367;1921;1196;1
2150;278;1195;2
278;2150;1196;2
2152;255;1195;1
255;2152;1196;1
2155;601;1197;3
601;2155;1198;3
2155;594;1197;3
594;2155;1198;3
2155;278;1195;2
278;2155;1196;2
2155;595;1197;2
595;2155;1198;2
2155;599;1197;2
599;2155;1198;2
2155;598;1197;1
598;2155;1198;1
2192;501;1197;2
501;2192;1198;2
2192;1880;1197;5
1880;2192;1198;5
2192;1876;1197;1
1876;2192;1198;1
2192;1942;1195;1
1942;2192;1196;1
2192;1901;1197;1
1901;2192;1198;1
2192;2195;1197;1
2195;2192;1198;1
2192;501;1195;1
501;2192;1196;1
2192;542;1197;2
542;2192;1198;2
2192;1902;1197;1
1902;2192;1198;1
2192;2130;1195;1
2130;2192;1196;1
2339;2340;1121;1
2340;2339;1122;1
2378;2545;1121;1
2545;2378;1122;1
2378;53;1129;1
53;2378;1130;1
2383;53;1129;2
53;2383;1130;2
2383;53;1167;2
53;2383;1168;2
2439;2564;1121;1
2564;2439;1122;1
2439;50;1129;2
50;2439;1130;2
2439;50;1161;3
50;2439;1162;3
2439;2567;1121;1
2567;2439;1122;1
2439;50;1167;1
50;2439;1168;1
2440;2450;1121;1
2450;2440;1122;1
2440;2451;1121;1
2451;2440;1122;1
2440;2449;1121;1
2449;2440;1122;1
2442;2452;1121;1
2452;2442;1122;1
2443;2564;1121;1
2564;2443;1122;1
2450;62;1141;1
62;2450;1142;1
2451;62;1141;2
62;2451;1142;2
2452;1855;1121;1
1855;2452;1122;1
2453;62;1125;1
62;2453;1126;1
2453;62;1141;1
62;2453;1142;1
1763;2548;1121;1
2548;1763;1122;1
1764;2539;1121;1
2539;1764;1122;1
1770;1768;1121;1
1768;1770;1122;1
1770;1769;1121;1
1769;1770;1122;1
1843;2556;1121;1
2556;1843;1122;1
1843;2553;1121;1
2553;1843;1122;1
1844;2553;1121;1
2553;1844;1122;1
1844;2556;1121;1
2556;1844;1122;1
1851;2441;1121;1
2441;1851;1122;1
1854;1855;1121;1
1855;1854;1122;1
1861;2442;1121;1
2442;1861;1122;1
1861;2452;1121;1
2452;1861;1122;1
2485;2443;1121;1
2443;2485;1122;1
2485;2484;1121;1
2484;2485;1122;1
2487;2453;1121;1
2453;2487;1122;1
2488;2453;1121;1
2453;2488;1122;1
2490;110;1125;1
110;2490;1126;1
2490;110;1141;1
110;2490;1142;1
2491;110;1141;1
110;2491;1142;1
2491;110;1125;1
110;2491;1126;1
2492;62;1125;1
62;2492;1126;1
2492;62;1141;1
62;2492;1142;1
2493;2440;1121;1
2440;2493;1122;1
2494;2558;1121;1
2558;2494;1122;1
2494;2543;1121;1
2543;2494;1122;1
2495;2543;1121;1
2543;2495;1122;1
2495;2558;1121;1
2558;2495;1122;1
2498;2497;1121;1
2497;2498;1122;1
2498;2496;1121;1
2496;2498;1122;1
2506;2567;1121;1
2567;2506;1122;1
2506;132;1129;2
132;2506;1130;2
2506;2564;1121;1
2564;2506;1122;1
2506;2505;1121;1
2505;2506;1122;1
2506;132;1161;1
132;2506;1162;1
2519;2518;1121;1
2518;2519;1122;1
2519;2517;1121;1
2517;2519;1122;1
2520;2518;1121;1
2518;2520;1122;1
2483;1764;1121;1
1764;2483;1122;1
2483;2500;1121;1
2500;2483;1122;1
2483;2520;1121;1
2520;2483;1122;1
2483;1766;1121;1
1766;2483;1122;1
2483;1851;1121;1
1851;2483;1122;1
2483;2485;1121;1
2485;2483;1122;1
2483;2519;1121;1
2519;2483;1122;1
2483;1854;1121;1
1854;2483;1122;1
2483;1770;1121;1
1770;2483;1122;1
2483;2506;1121;1
2506;2483;1122;1
2483;2492;1121;1
2492;2483;1122;1
2483;2495;1121;1
2495;2483;1122;1
2483;1763;1121;1
1763;2483;1122;1
2483;1843;1121;1
1843;2483;1122;1
2483;1861;1121;1
1861;2483;1122;1
2483;2488;1121;1
2488;2483;1122;1
2483;1852;1121;1
1852;2483;1122;1
2483;1844;1121;1
1844;2483;1122;1
2483;1846;1121;1
1846;2483;1122;1
2483;1767;1121;1
1767;2483;1122;1
2483;1845;1121;1
1845;2483;1122;1
2483;2493;1121;2
2493;2483;1122;2
2483;2491;1121;1
2491;2483;1122;1
2483;2494;1121;1
2494;2483;1122;1
2483;1853;1121;1
1853;2483;1122;1
2483;2487;1121;1
2487;2483;1122;1
2483;2490;1121;1
2490;2483;1122;1
2483;2498;1121;1
2498;2483;1122;1
2483;2499;1121;1
2499;2483;1122;1
2484;2567;1121;1
2567;2484;1122;1
2485;2443;1121;1
2443;2485;1122;1
2485;2484;1121;1
2484;2485;1122;1
2487;2453;1121;1
2453;2487;1122;1
2488;2453;1121;1
2453;2488;1122;1
2490;110;1125;1
110;2490;1126;1
2490;110;1141;1
110;2490;1142;1
2491;110;1141;1
110;2491;1142;1
2491;110;1125;1
110;2491;1126;1
2492;62;1125;1
62;2492;1126;1
2492;62;1141;1
62;2492;1142;1
2493;2440;1121;1
2440;2493;1122;1
2494;2558;1121;1
2558;2494;1122;1
2494;2543;1121;1
2543;2494;1122;1
2495;2543;1121;1
2543;2495;1122;1
2495;2558;1121;1
2558;2495;1122;1
2496;2558;1121;1
2558;2496;1122;1
2496;2543;1121;1
2543;2496;1122;1
2497;2543;1121;1
2543;2497;1122;1
2497;2558;1121;1
2558;2497;1122;1
2498;2497;1121;1
2497;2498;1122;1
2498;2496;1121;1
2496;2498;1122;1
2505;132;1129;1
132;2505;1130;1
2505;132;1161;1
132;2505;1162;1
2506;2567;1121;1
2567;2506;1122;1
2506;132;1129;2
132;2506;1130;2
2506;2564;1121;1
2564;2506;1122;1
2506;2505;1121;1
2505;2506;1122;1
2506;132;1161;1
132;2506;1162;1
2510;2507;1189;1
2507;2510;1190;1
2515;139;1129;2
139;2515;1130;2
2516;139;1129;1
139;2516;1130;1
2516;139;1155;1
139;2516;1156;1
2516;139;1167;1
139;2516;1168;1
2516;139;1161;1
139;2516;1162;1
2519;2518;1121;1
2518;2519;1122;1
2519;2517;1121;1
2517;2519;1122;1
2520;2518;1121;1
2518;2520;1122;1
