object file;kwcxx.dependencies;kwcxx.initialize_ast;kwcxx.readFbkbTags;kwcxx.convert_mir;clef.processing_file;ALLOCKB;ABVKB;CheckLocAddrRet;HashNoSalt;HardcodedCredentials;FsetposValue;restore mir;clef.kbDInit;clef.kbDInit.establishConnection;clef.kbDInit.getKBsFromKwlef;clef.kbDInit.getKBsFromKwlef.2;clef.kbDInit.getKBsFromKwlef.3;recv_cached_data;ALLOCKB.ALLOC;clef.kbDump;clef.kbDumpSocket;clef.kbDump.concedges;AnalyzeModifiedGlobals;NPD.SRC;CheckIterator;TaintedAllocKB;TaintedAlloc;mir_function_init;TaintedAlloc.SINKKB;GENERAL_KB;RNPD;TaintedString.ABV_NNTS;clef.kbDump.defects;NPD;clef.kbDInit.processKBsFromKwlef;clef.kbDInit.getKBsFromKwlef.4;TaintedStringKB;mir_function_finalize;TaintedString.SINKKB;NPDKB;Concurrency;TaintedString.PROPKB;UMR;ALLOCKB.XMRF;KWLEF.MAIN;KBDB_OVERALL;KBDB_SYNC;KBDB_NAMETABLE;KBDB_ENTITYTABLE;KBDB_KBTABLE;KBDB_CONCEDGES;KWLEF.analysis loop;KBDB_SOCK_GET;KBDB_SOCK_GET_ENT;KBDB_SOCK_UPD;KBDB_SOCK_UPD_KB;KBDB_SOCK_UPD_KB_RECV;KBDB_SOCK_UPD_KB_DBREAD;KBDB_SOCK_UPD_KB_DBWRITE;KBDB_SOCK_UPD_DEFECTS;KWLEF.M2SOCK_INNER;KWLEF.M1SOCK_OUTER;KWLEF.finalizing cache;KWLEF.generated kb dump;KWLEF.modern-backfill kb dump;KBDB_CACHE_WRITE;REPCXX.prep_and_parser;preprocessing;parsing;REPCXX.sema_and_rdt;RDT;REPCXX.MIR_related;ast_to_mir converter;mir save;REPCXX.metrics;REPCXX.call_graph;REPCXX.checkers;RCA;mir checksum;REPCXX.lef_finalize;TaintedString;REPCXX.lef_init;MLK;REPCXX.XPath;RNC;INF_LOOP;FREE;FormatString;statNPD;RETURN;READKB;CLASSLEVEL;LINKER.ParsingOptions;LINKER.ReadingObjects;
freeing_unallocated_memory_001.cpp_9.o;0.108;0.053;0.024;0.000;0.371;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.018;0.004;0.000;0.000;0.000;0.000;0.000;0.003;0.003;0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
functions_001.cpp_10.o;0.046;0.050;0.033;0.004;0.216;0.000;0.000;0.000;0.000;0.003;0.000;0.000;0.008;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
functions_002.cpp_11.o;0.020;0.024;0.044;0.001;0.304;0.000;0.007;0.000;0.000;0.000;0.000;0.002;0.010;0.010;0.000;0.000;0.000;0.000;0.000;0.002;0.002;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
main.cpp_12.o;0.028;0.025;0.024;0.002;0.161;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.010;0.007;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
memory_leak_001.cpp_13.o;0.039;0.050;0.024;0.002;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.008;0.007;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
null_pointer_dereference_001.cpp_14.o;0.021;0.039;0.036;0.001;0.230;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.008;0.007;0.000;0.000;0.000;0.000;0.000;0.013;0.010;0.010;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
null_pointer_dereference_002.cpp_15.o;0.035;0.031;0.031;0.002;0.331;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.017;0.004;0.002;0.000;0.002;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.001;0.000;0.000;0.000;0.000;0.000;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
null_pointer_dereference_003.cpp_16.o;0.024;0.026;0.021;0.001;0.306;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.011;0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.003;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
null_pointer_dereference_004.cpp_17.o;0.031;0.039;0.049;0.000;0.181;0.000;0.000;0.000;0.000;0.000;0.000;0.002;0.005;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
uninitialized_array_001.cpp_18.o;0.039;0.072;0.026;0.001;0.315;0.000;0.001;0.000;0.000;0.000;0.000;0.002;0.016;0.012;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
uninitialized_array_002.cpp_19.o;0.035;0.063;0.028;0.002;0.306;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.020;0.011;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.006;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
uninitialized_array_003.cpp_20.o;0.029;0.028;0.028;0.002;0.326;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.031;0.024;0.000;0.000;0.000;0.000;0.000;0.005;0.002;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
uninitialized_heap_001.cpp_21.o;0.051;0.043;0.038;0.002;0.316;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.011;0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
uninitialized_variable_001.cpp_22.o;0.021;0.024;0.020;0.000;0.292;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.008;0.008;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
uninitialized_variable_002.cpp_23.o;0.022;0.027;0.021;0.001;0.291;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.010;0.008;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
value_unused_001.cpp_24.o;0.018;0.017;0.015;0.001;0.269;0.000;0.000;0.000;0.000;0.000;0.000;0.005;0.007;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
kw_timers.o;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.167;0.025;0.021;0.000;0.000;0.023;0.002;1.777;0.001;0.001;0.014;0.007;0.005;0.000;0.001;0.000;0.019;1.645;0.001;0.024;0.000;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
buffer_overflow_001.cpp_0.o;0.000;0.000;0.000;0.000;0.430;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.018;0.005;0.005;0.000;0.005;0.005;0.000;0.005;0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.005;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.390;0.037;0.008;0.002;0.002;0.009;0.000;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
buffer_overflow_002.cpp_1.o;0.000;0.000;0.000;0.000;0.320;0.000;0.002;0.000;0.001;0.000;0.000;0.000;0.015;0.004;0.000;0.000;0.000;0.000;0.000;0.002;0.002;0.000;0.000;0.000;0.000;0.000;0.000;0.003;0.000;0.000;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.293;0.004;0.000;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.030;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
buffer_overflow_003.cpp_2.o;0.000;0.000;0.000;0.000;0.341;0.000;0.001;0.000;0.000;0.000;0.000;0.000;0.016;0.011;0.000;0.000;0.000;0.000;0.000;0.003;0.001;0.001;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.320;0.006;0.000;0.000;0.000;0.001;0.000;0.000;0.000;0.000;0.001;0.000;0.001;0.000;0.000;0.004;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
